rank	token	count	count_slr54	count_iriis
3161	सुत्केरी	1042	13	1029
3171	लाखभन्दा	1038	0	1038
3174	क्रिकेटको	1036	2	1034
3180	रास्वपा	1035	0	1035
3184	मोदीले	1034	0	1034
3185	महराले	1034	0	1034
3187	समुदायले	1033	21	1012
3188	प्रतिशतभन्दा	1033	2	1031
3191	एसीसी	1032	2	1030
3192	संघीयता	1032	0	1032
3193	खातामा	1031	14	1017
3194	सांसदको	1031	1	1030
3196	प्रतिनिधिसभामा	1030	0	1030
3198	उद्योगमा	1029	12	1017
3199	बराबरीमा	1029	3	1026
3203	मुलुकलाई	1028	4	1024
3207	उठाएको	1026	10	1016
3209	मृतक	1026	1	1025
3210	काठमाडौँको	1025	82	943
3214	रावलले	1024	8	1016
3216	गरेसँगै	1023	0	1023
3218	मसान्तसम्म	1021	1	1020
3220	बनेपछि	1020	13	1007
3221	स्थितिमा	1019	53	966
3222	गर्नुका	1019	14	1005
3224	विकेटले	1018	4	1014
3230	राजधानीमा	1015	4	1011
3234	बोलाएको	1015	0	1015
3237	विशेषगरी	1014	14	1000
3240	देउवाको	1013	0	1013
3241	वायु	1012	20	992
3243	एकातिर	1012	11	1001
3245	गर्नुको	1011	22	989
3246	इजलासमा	1011	0	1011
3248	नेकपाको	1010	0	1010
3250	परीक्षणमा	1009	1	1008
3256	चुनावको	1007	8	999
3258	आइतवार	1006	5	1001
3262	हिरासतमा	1006	7	999
3263	रंगशालामा	1006	0	1006
3265	आफूहरु	1004	0	1004
3266	हिन्दू	1003	85	918
3272	खोपको	1003	0	1003
3277	प्रहरीमा	1000	0	1000
3282	कारबाहीको	998	1	997
3288	पक्कै	996	14	982
3290	निकायमा	996	4	992
3292	पुलको	995	7	988
3293	लगायतको	995	0	995
3294	क्षतिपूर्ति	994	19	975
3299	सम्बन्धलाई	992	2	990
3310	युवालाई	987	2	985
3312	गरेपनि	987	2	985
3313	छानविन	987	0	987
3316	नसकिएको	985	0	985
3317	शंका	985	0	985
3320	भारतसँग	983	1	982
3321	स्तरोन्नति	983	0	983
3324	शुरू	982	1	981
3325	घोराही	982	0	982
3327	अर्थतन्त्रको	981	3	978
3328	तालिका	980	7	973
3332	लोकतन्त्रको	977	3	974
3333	आवमा	977	0	977
3334	रहेकी	976	5	971
3336	मानिसहरु	976	0	976
3338	वर्षाका	974	3	971
3340	उम्मेदवारले	974	0	974
3341	चितवनमा	973	5	968
3344	बढेका	971	11	960
3346	गरेकोमा	971	14	957
3349	समितिलाई	970	6	964
3350	परिवर्तनका	970	16	954
3351	नवौं	970	0	970
3358	जनजाति	967	41	926
3359	कार्यान्वयनका	967	1	966
3361	आजबाट	966	4	962
3362	भक्तपुरमा	965	10	955
3367	रनले	965	0	965
3368	समेटिएको	965	0	965
3370	भइ	964	7	957
3371	सुरक्षाकर्मी	964	1	963
3372	रोगका	963	8	955
3373	कार्यलाई	963	21	942
3377	आइएमई	961	0	961
3381	परीक्षामा	960	8	952
3384	म्याग्दीको	959	2	957
3386	साधनको	959	2	957
3387	गठनको	959	0	959
3389	आवद्ध	958	5	953
3391	पालिकामा	956	0	956
3393	उठाएका	955	6	949
3394	विहान	955	1	954
3395	रेग्मीले	955	5	950
3400	केजी	953	2	951
3402	राज्यमन्त्री	953	2	951
3405	हुनुपर्नेमा	952	0	952
3408	महानगरपालिकाका	951	0	951
3411	सयभन्दा	950	7	943
3412	वैशाखमा	949	20	929
3415	प्रशिक्षणमा	948	4	944
3416	हिउँ	948	13	935
3417	चिनी	947	22	925
3420	दिवसका	947	2	945
3423	सडकअन्तर्गत	945	0	945
3427	उपराष्ट्रपति	943	12	931
3428	उत्रिएका	943	5	938
3431	व्यापारी	943	14	929
3433	व्यवसायीलाई	942	0	942
3436	सर्वोच्चले	942	0	942
3439	बढि	941	4	937
3443	टु	939	28	911
3444	नामावली	939	3	936
3447	अख्तियारले	939	0	939
3460	सकेसम्म	935	29	906
3463	गर्मी	934	57	877
3464	झाले	934	2	932
3468	राती	933	14	919
3469	प्रयोजनका	933	1	932
3472	वास्तवमा	932	45	887
3473	मूल्यांकन	932	0	932
3477	एमालेबाट	930	5	925
3482	नेतालाई	929	0	929
3484	संस्थालाई	928	14	914
3485	शाक्यले	928	0	928
3486	आर्मी	927	6	921
3489	प्रधानमन्त्रीलाई	925	2	923
3490	सम्झौतामा	925	2	923
3491	चौकी	924	14	910
3494	परिषद्को	924	6	918
3497	सेनाका	923	36	887
3499	आवको	922	0	922
3501	मधेसी	921	19	902
3504	स्वाब	921	0	921
3505	मेलम्चीको	921	0	921
3512	भैरहेको	918	27	891
3514	ध्यानमा	918	16	902
3515	अधिकृतको	918	0	918
3516	गाडीको	918	0	918
3522	प्रदेशसभाको	916	0	916
3523	थापालाई	916	0	916
3526	रुपैयाँले	914	0	914
3529	प्रदेशले	913	4	909
3532	कैलालीको	912	4	908
3535	नेतृत्वले	911	3	908
3536	नायव	911	2	909
3537	ग्राहकले	911	0	911
3539	विरोधी	910	54	856
3541	सम्मको	908	27	881
3542	नेपालमै	908	21	887
3543	विधेयकमा	908	9	899
3549	पक्की	905	20	885
3551	दाहालको	905	2	903
3555	जितमा	902	0	902
3557	ढङ्गले	901	26	875
3558	यससँगै	901	4	897
3559	प्रदेशसभामा	901	0	901
3560	महानगरपालिकाको	900	1	899
3562	गएराति	900	0	900
3563	मंगलवार	900	0	900
3565	नेताहरुको	900	0	900
3568	छायांकन	899	0	899
3570	आफैँले	898	20	878
3571	विश्वविद्यालयको	898	18	880
3572	युएई	898	0	898
3573	शक्तिको	897	26	871
3575	मन्त्रालयलाई	897	3	894
3577	कार्यान्वयनको	896	6	890
3583	प्रस्तावमा	894	5	889
3586	प्रतिद्वन्द्वी	893	3	890
3589	अधिकारीहरुले	893	0	893
3592	कोषको	892	5	887
3593	पर्यटकलाई	892	6	886
3594	समग्रमा	892	7	885
3596	महिनापछि	890	15	875
3603	निर्णयमा	889	4	885
3604	कार्यसमिति	888	2	886
3605	सङ्क्रमितको	888	0	888
3606	प्रतिशतसम्म	887	6	881
3607	गर्भवती	887	11	876
3608	यादवको	886	11	875
3612	हुनेगरी	885	3	882
3613	बर्सेनि	885	0	885
3614	क्रिकेटमा	885	0	885
3615	जाहेरी	885	0	885
3617	ठाउँबाट	884	17	867
3623	जी	883	17	866
3624	कम्तिमा	883	12	871
3626	सेटमा	883	3	880
3630	साताको	882	3	879
3631	कुनैपनि	881	1	880
3632	भ्रमणको	881	4	877
3639	पौडेललाई	880	1	879
3644	बाहिरबाट	878	15	863
3646	भागका	877	5	872
3649	निकायका	877	2	875
3654	डिएसपी	876	0	876
3657	दलहरूले	875	6	869
3660	योजनाको	873	19	854
3661	कार्यकर्तालाई	873	3	870
3665	परराष्ट्रमन्त्री	871	2	869
3666	अनुसारको	870	8	862
3668	सिफारिसमा	870	6	864
3674	शिक्षामा	868	8	860
3675	सहमतिमा	868	3	865
3676	राख्नु	868	25	843
3677	प्रदर्शनी	867	11	856
3679	दमौली	867	4	863
3682	लिएपछि	866	9	857
3683	गुरु	866	61	805
3684	चाँदीको	866	22	844
3686	प्रतिष्ठानका	865	6	859
3688	श्रीलंकामा	865	0	865
3693	हलमा	863	10	853
3694	राजनीतिका	863	2	861
3696	निवासमा	862	6	856
3699	आजका	862	5	857
3700	धम्की	862	4	858
3701	अर्काे	862	0	862
3704	वाग्मती	861	1	860
3705	महासंघको	861	0	861
3708	चौधरीको	860	10	850
3710	जडीबुटी	860	3	857
3713	तपाईंले	859	0	859
3718	ललितपुरमा	857	12	845
3719	भन्नेबारे	857	4	853
3720	बोर्डका	857	0	857
3724	हरि	856	6	850
3726	कोषले	855	0	855
3728	संरक्षणका	854	5	849
3729	समूहलाई	853	15	838
3733	डीएसपी	853	0	853
3737	व्यवहारमा	851	25	826
3740	सभाबाट	850	3	847
3741	उद्योगको	849	2	847
3743	विश्वविद्यालयका	849	6	843
3744	छलफलका	849	2	847
3745	दूतावासले	849	0	849
3746	आइरहेका	848	9	839
3751	राहदानी	847	2	845
3756	महिनाअघि	845	4	841
3759	बाध्यतामा	844	0	844
3760	पठाएका	843	13	830
3762	चीनबाट	843	1	842
3770	रिजालले	841	3	838
3771	सदस्यलाई	841	0	841
3776	व्यवसायीको	840	0	840
3778	मन्त्रीको	839	7	832
3779	करिव	839	16	823
3781	सुनचाँदी	839	2	837
3785	भतेरीमा	838	0	838
3787	पटकको	837	7	830
3789	कानुनको	837	0	837
3791	किशोरी	836	1	835
3794	प्रकृति	834	17	817
3798	केभी	833	0	833
3799	ओभर	832	3	829
3803	एसएसपी	832	0	832
3804	अभियानको	831	16	815
3805	कार्यकालमा	831	7	824
3806	त्यसमध्ये	831	6	825
3807	संरक्षणमा	831	8	823
3809	अनुसन्धानको	830	15	815
3810	रहेकोमा	830	4	826
3812	मुलुकले	830	2	828
3815	खोजीमा	829	10	819
3816	पाउनु	829	27	802
3819	समन्वयमा	829	0	829
3820	अन्तरले	828	4	824
3821	भोलिपल्ट	828	15	813
3830	सेवाका	826	5	821
3831	संगठनको	825	12	813
3835	तत्कालिन	822	12	810
3840	राष्ट्रियसभाको	821	0	821
3846	अदालतबाट	820	1	819
3848	सोमवार	820	0	820
3850	मान्छेले	819	46	773
3855	बनाउनका	818	6	812
3859	टिममा	817	8	809
3869	बिहीवार	815	0	815
3870	गर्नको	814	87	727
3873	सबैमा	814	14	800
3879	शीर्षकमा	813	2	811
3880	निकायलाई	813	0	813
3881	प्रकृतिको	812	18	794
3882	देखेपछि	812	11	801
3885	टिमको	811	9	802
3886	दायरामा	811	1	810
3887	उम्मेदवारलाई	811	0	811
3891	एकतालाई	810	7	803
3893	प्रमुखको	809	3	806
3895	समाजवादीले	809	0	809
3898	पन्तले	808	15	793
3899	महानगरको	808	3	805
3901	ऐनमा	807	3	804
3902	प्रयोगशाला	807	8	799
3903	परिरहेको	807	9	798
3918	काँग्रेसले	803	0	803
3919	सदस्यका	803	0	803
3923	थारु	802	9	793
3927	अनौपचारिक	800	14	786
3930	नआएको	800	0	800
3931	लगानीकर्ताले	800	0	800
3939	राणाले	798	19	779
3940	वातावरणमन्त्री	798	0	798
3942	वडाका	798	0	798
3943	क्षेत्री	797	40	757
3944	निगमको	797	11	786
3949	शाखाका	796	3	793
3952	परिस्थितिमा	795	14	781
3953	एएफसी	794	0	794
3955	ऐनको	793	7	786
3957	आशिस	793	0	793
3958	लागुऔषध	793	0	793
3959	तपाईले	793	0	793
3962	रकमको	792	6	786
3963	गरिदिएको	792	14	778
3965	स्थानबाट	791	6	785
3966	आमाले	791	27	764
3973	उखु	789	15	774
3975	बढीमा	789	5	784
3976	पदको	789	17	772
3982	विषयको	787	33	754
3986	पीडितलाई	787	0	787
3988	अवस्थालाई	786	20	766
3990	परीक्षणको	786	0	786
3992	बोर्डको	785	4	781
3994	कांग्रेसलाई	785	0	785
3995	करणी	785	0	785
3996	उपस्थितिमा	784	5	779
3997	खोजिएको	784	13	771
3999	तनहुँमा	784	0	784
4001	फागुनमा	783	16	767
4008	रुपैयाँसम्म	782	0	782
4009	अन्त्यमा	781	28	753
4010	अध्ययनका	781	12	769
4015	तराईका	780	5	775
4016	खर्चको	780	7	773
4020	यु	779	14	765
4021	गर्नुपरेको	779	9	770
4023	निष्कर्षमा	779	8	771
4024	अधिकारीहरूले	779	3	776
4029	महर्जनले	778	0	778
4031	जनवरी	776	65	711
4032	असारमा	776	8	768
4037	काठमाडौंबाट	776	0	776
4038	खत्री	775	4	771
4040	ना	775	1	774
4045	सुचारु	774	1	773
4049	समस्याका	773	5	768
4052	जमिनमा	772	12	760
4054	गर्नेगरी	772	0	772
4055	सम्मेलनको	771	14	757
4062	राजमार्गअन्तर्गत	770	0	770
4063	सास्ती	769	2	767
4070	गुरुङको	767	6	761
4076	छनोटमा	765	4	761
4079	पूर्णिमाका	765	16	749
4080	लकडाउनको	765	0	765
4081	एमालेलाई	765	0	765
4082	नेताहरूको	764	4	760
4085	गैरसरकारी	763	20	743
4087	फेरी	763	17	746
4088	रानाले	763	4	759
4089	यादवलाई	762	3	759
4091	छात्रवृत्ति	762	2	760
4092	सुरुवाती	762	4	758
4094	सिंहदरबारमा	762	0	762
4095	चलचित्रको	761	25	736
4097	सिलसिलामा	761	17	744
4099	ठाउँका	761	5	756
4102	प्रतिशतमा	760	1	759
4108	हितमा	760	11	749
4112	सहमतिको	758	1	757
4113	कारोबारमा	758	0	758
4114	समयपछि	757	18	739
4118	वनमा	757	15	742
4119	देखेको	757	19	738
4121	उपकुलपति	756	6	750
4123	एमालेमा	755	3	752
4124	समस्यालाई	755	11	744
4125	रू	754	3	751
4127	विदेशमन्त्री	754	3	751
4128	च्याम्पियनसिपमा	754	4	750
4129	बैठकबाट	754	0	754
4135	बजेतिर	752	1	751
4138	बेलायतमा	751	11	740
4143	तहलाई	750	0	750
4144	सचेतकमा	750	0	750
4145	विश्वकपको	749	3	746
4146	विस्तारका	749	0	749
4148	स्थानहरूमा	748	33	715
4149	अर्थतन्त्रलाई	748	2	746
4151	आठौं	748	0	748
4154	चिकित्सकले	747	0	747
4159	अत्याधिक	745	73	672
4161	मतको	745	11	734
4166	शहरी	744	1	743
4168	रोकिएका	744	0	744
4170	आसपासका	743	10	733
4173	दलहरू	742	21	721
4174	अध्ययनले	742	1	741
4175	गरेकाे	742	0	742
4178	पारदर्शी	741	1	740
4179	खरिदमा	740	3	737
4182	फेसबुकमा	740	3	737
4184	दिइरहेको	739	8	731
4189	तातोपानी	738	5	733
4190	दैनिकमा	738	4	734
4191	प्रतिष्ठानले	738	13	725
4192	सचिवमा	738	0	738
4194	बीचको	737	10	727
4196	आयातमा	737	3	734
4198	कोरोनाबाट	737	0	737
4207	कार्यकर्ताले	735	2	733
4208	रुपन्देही	735	0	735
4209	अनुरुप	735	0	735
4210	हुनुका	734	6	728
4211	युनाइटेडले	734	0	734
4212	प्रधानमन्त्रीका	733	13	720
4217	आयोजकले	733	0	733
4221	सेनामा	731	37	694
4222	उनीसँग	731	25	706
4224	संकटमा	731	0	731
4227	सामग्रीको	730	10	720
4228	महतोले	730	4	726
4230	रुसले	730	0	730
4234	सचिवालयका	729	2	727
4237	भ्रष्टाचारको	728	12	716
4238	यसपालि	728	0	728
4240	नीतिको	727	18	709
4241	फर्किएको	726	2	724
4242	दिई	726	22	704
4244	जेलमा	726	43	683
4246	मुआब्जा	726	0	726
4250	साउनमा	723	12	711
4252	हुनुको	723	26	697
4254	छोराको	723	37	686
4256	जवाफमा	723	4	719
4258	कृषिमा	722	19	703
4259	रुप	722	0	722
4263	क्लबका	721	4	717
4269	शहीद	720	4	716
4270	संगठनले	720	3	717
4271	सहकारीको	720	0	720
4272	गठबन्धनबाट	720	0	720
4275	बिभिन्न	719	0	719
4278	अभियानलाई	718	3	715
4281	मुम्बई	718	10	708
4284	कार्यक्रमले	718	3	715
4287	खानले	718	1	717
4290	महोत्तरी	717	14	703
4291	उपसभापति	717	2	715
4294	अत्याधुनिक	716	3	713
4296	ज्ञवाली	716	2	714
4298	पुर्याउन	716	0	716
4300	महिलाका	715	11	704
4303	वान	715	2	713
4304	व्यापारमा	715	16	699
4306	देखी	714	4	710
4308	समर्थनमा	714	26	688
4309	सारिएको	714	4	710
4311	कार्यदलले	714	0	714
4315	ओभरको	713	0	713
4316	सूचनामा	713	0	713
4317	अर्कोतिर	712	3	709
4320	मृतकको	712	19	693
4321	सिटमा	712	8	704
4322	केन्द्रलाई	712	0	712
4324	उठेका	711	8	703
4328	चितवनका	711	2	709
4330	पीडितको	711	3	708
4331	जितसँगै	711	1	710
4332	फैसलाको	711	0	711
4335	खण्डको	710	16	694
4336	यात्राको	710	14	696
4337	फुटबलमा	710	1	709
4339	महोत्सवमा	709	5	704
4342	भोगेका	709	2	707
4343	अर्कै	709	1	708
4344	डलरको	708	15	693
4348	सेवालाई	708	4	704
4350	लामिछानेलाई	708	0	708
4351	दलहरुले	708	0	708
4352	महाधिवेशनको	708	0	708
4356	किनेर	707	9	698
4359	श्रीलंका	707	0	707
4362	नसकेका	705	2	703
4363	राजनीतिको	705	3	702
4364	नाकामा	705	0	705
4365	भाइरसका	705	0	705
4368	निर्भर	704	51	653
4371	मतले	704	1	703
4374	देवकोटाले	704	1	703
4375	पालिकाले	704	0	704
4376	अविश्वासको	703	2	701
4377	जथाभावी	703	11	692
4383	हल्कादेखि	702	0	702
4384	आइपुगेको	701	5	696
4386	सँगसँगै	701	14	687
4387	चोकमा	701	6	695
4388	औषधी	701	0	701
4389	मान्छेको	700	27	673
4395	छोरीको	699	15	684
4397	मिलाइएको	699	9	690
4400	गैरकानुनी	699	0	699
4401	शरीरको	698	73	625
4402	नेशनल	698	12	686
4403	बिहानैदेखि	698	3	695
4405	छाडेको	698	2	696
4406	तस्वीर	698	7	691
4408	संस्करणमा	698	3	695
4411	प्रवासी	697	9	688
4412	ठाउँको	697	37	660
4414	बसेकी	697	2	695
4415	विपरित	697	4	693
4417	धानको	696	13	683
4421	सहयोगका	695	19	676
4425	पर्यटकले	695	2	693
4428	अभियानका	694	12	682
4430	कुँवरले	694	14	680
4431	थ्री	694	10	684
4433	गाउँपालिकालाई	694	0	694
4434	सिन्धुलीबाट	694	0	694
4435	वामपन्थी	693	4	689
4436	मानेर	693	18	675
4439	उनीमाथि	693	2	691
4442	शिविरमा	693	5	688
4445	इलामको	692	8	684
4449	विकृति	692	3	689
4451	अग्रसर	691	7	684
4452	लिनु	691	25	666
4454	युवाको	691	1	690
4458	देउखुरी	690	3	687
4459	मुक्ति	690	40	650
4461	हालतमा	690	5	685
4462	खत्रीले	690	3	687
4464	बसमा	690	4	686
4470	सम्बन्धि	688	14	674
4472	गुठी	688	37	651
4474	शेर्पाले	688	9	679
4477	छैनौं	687	2	685
4479	निर्णयको	687	4	683
4482	कपमा	687	1	686
4483	नेतृ	687	0	687
4485	न्यायको	686	2	684
4486	बुझाएका	686	0	686
4490	पूर्णरुपमा	685	0	685
4492	अध्ययनमा	684	20	664
4494	मान्छेलाई	684	22	662
4495	कोषका	684	3	681
4496	सुधारको	684	14	670
4498	जसपाका	684	0	684
4499	सङ्घले	683	9	674
4502	संसारमा	683	51	632
4505	देखाएका	682	11	671
4509	कामले	681	11	670
4510	तत्कालका	681	3	678
4512	तनहुँको	681	9	672
4513	दिलाएका	681	5	676
4514	समृद्धिका	681	1	680
4515	बाहिरिएको	681	0	681
4518	दिइरहेका	680	12	668
4519	त्यसमाथि	680	5	675
4520	बजेका	680	1	679
4522	राप्रपाका	680	0	680
4523	संगठित	680	0	680
4525	कार्यसूची	679	0	679
4526	राप्रपाले	679	0	679
4529	बानी	678	15	663
4533	निकासी	677	3	674
4535	त्यसयता	677	3	674
4538	कहिलेकाहीँ	676	9	667
4539	परिषद्का	676	3	673
4540	हाइड्रोपावर	676	0	676
4542	मंसिरमा	675	0	675
4543	अलिकति	674	23	651
4545	सम्झौताको	674	1	673
4550	गौरवको	674	1	673
4551	घटनास्थलमा	674	0	674
4553	भदौमा	673	15	658
4555	मिश्रले	673	5	668
4556	सवालमा	673	2	671
4560	लाखौं	672	2	670
4561	क्याम्पसमा	672	12	660
4568	चाँदी	671	8	663
4576	नजिकको	669	19	650
4579	राजमार्गको	669	10	659
4585	मानिसमा	667	4	663
4586	बुझिएको	667	0	667
4589	प्रकृतिका	666	10	656
4591	खरिददर	666	0	666
4594	बढाएका	665	11	654
4596	आफूहरूले	665	0	665
4600	प्रश्नमा	663	4	659
4604	बाँकेका	662	4	658
4605	कार्यालयलाई	662	1	661
4607	रहनु	661	26	635
4608	पक्षबाट	661	14	647
4610	देशबाट	661	8	653
4613	जबर्जस्ती	661	3	658
4614	पोखराका	661	2	659
4615	बढेसँगै	661	0	661
4616	सुनसरीको	661	0	661
4617	श्रीलंकाको	661	0	661
4618	तर्जुमा	660	8	652
4620	आफैले	660	3	657
4621	उद्देश्यका	660	16	644
4625	बाँकेको	660	5	655
4627	आएकाले	659	5	654
4628	दरमा	659	7	652
4629	बन्नु	659	3	656
4630	पत्रिकाले	659	18	641
4632	पर्यो	659	0	659
4634	गोलले	658	1	657
4635	चिकित्सकको	658	2	656
4636	जम्कट्टेलले	658	0	658
4638	आदेशमा	657	2	655
4640	कारागारमा	657	6	651
4642	दलहरु	657	0	657
4643	प्रेममा	657	0	657
4644	पिसिआर	657	0	657
4645	आपराधिक	656	3	653
4648	पुर्याएको	656	0	656
4653	छोरीलाई	655	10	645
4654	पहिरोको	655	0	655
4661	दु	654	2	652
4667	कुटनीति	653	2	651
4668	डेपुटी	653	1	652
4672	नेपालीहरुलाई	652	0	652
4673	अपांगता	652	0	652
4678	घरका	651	11	640
4679	प्रणालीलाई	651	5	646
4681	सदस्यहरु	651	0	651
4682	सर्वोच्चको	651	0	651
4683	पुसमा	650	14	636
4685	सर्वसाधारणको	650	5	645
4687	फर्केका	650	5	645
4688	मन्त्रालयबाट	650	2	648
4691	पालामा	649	24	625
4692	बरालले	649	10	639
4693	प्रदेशलाई	649	0	649
4696	कारणबाट	648	15	633
4698	नदेखिएको	648	3	645
4699	प्रतिष्ठानको	648	13	635
4700	कांग्रेसबाट	648	0	648
4703	सेनालाई	647	18	629
4706	कमिटीले	647	1	646
4708	आफूहरू	647	0	647
4709	आफु	647	0	647
4712	ओलीसँग	646	0	646
4721	स्थानहरुमा	645	0	645
4723	पराजुलीले	645	0	645
4725	खेतमा	644	10	634
4728	योग्यता	643	11	632
4729	आफ्नी	643	33	610
4736	भईरहेको	643	0	643
4738	बैठकपछि	643	0	643
4739	जेठमा	642	11	631
4742	उही	642	9	633
4752	अवस्थाका	641	1	640
4753	महिलामा	640	8	632
4758	विश्वविद्यालयमा	639	30	609
4759	लगानीका	639	7	632
4762	अधिवेशनमा	639	2	637
4764	कर्जाको	639	0	639
4765	भर्चुअल	639	0	639
4768	कसलाई	638	9	629
4769	प्रक्रियालाई	638	3	635
4770	उद्योगलाई	638	0	638
4774	सयौं	636	3	633
4776	खर्चमा	636	0	636
4782	दुवैको	635	14	621
4783	आइपुगेका	635	6	629
4786	पेनाल्टी	635	9	626
4788	नीतिमा	635	0	635
4792	उमेरका	634	10	624
4793	उसका	634	20	614
4794	अनुदानमा	634	3	631
4796	घिसिङले	634	0	634
4798	जुटेका	633	4	629
4799	एशिया	633	1	632
4800	सचिवालयमा	633	0	633
4802	बोकेका	632	5	627
4803	आफुले	632	3	629
4809	दिनमै	631	6	625
4811	मुखमा	631	20	611
4816	मिटरको	630	29	601
4817	विरुद्धमा	630	12	618
4819	जुटेको	630	3	627
4820	मारिएका	630	5	625
4822	ऋणको	630	0	630
4827	उपमेयर	629	0	629
4828	रिटमा	629	0	629
4831	आयोगलाई	628	5	623
4832	पर्वको	628	11	617
4833	मिडियामा	628	4	624
4835	पहिरोमा	628	0	628
4836	स्थानका	627	13	614
4841	सुनुवाई	627	1	626
4844	माघमा	627	1	626
4846	वर्षयता	627	0	627
4850	फौजदारी	626	0	626
4851	चीनसँग	626	0	626
4853	अग्रेजी	625	3	622
4855	अहिलेका	625	9	616
4859	पाकिस्तानी	625	4	621
4860	कुराहरु	625	4	621
4861	अनलाईन	625	0	625
4862	पहिलेको	624	13	611
4864	थारू	624	13	611
4867	यात्रुको	624	0	624
4872	उपचारपछि	623	1	622
4875	देखिएकाले	623	0	623
4878	स्थापनाको	622	17	605
4882	कोसी	621	7	614
4883	भगवान	620	12	608
4885	रहेकोले	620	12	608
4888	घातक	620	33	587
4890	नहुनु	619	6	613
4892	सर्वोच्चमा	619	0	619
4893	सांसदलाई	619	0	619
4894	मेलामा	618	19	599
4895	एजेण्डा	618	7	611
4898	नेपालसँग	618	2	616
4903	जसअनुसार	617	4	613
4906	घण्टाको	616	3	613
4908	सिजनमा	616	2	614
4911	पद्धति	616	21	595
4913	एपिएफले	616	0	616
4915	दिल्लीमा	615	57	558
4916	प्रयोगशालामा	615	3	612
4919	प्रकाशनगर्दे	615	0	615
4920	बगाएको	615	0	615
4921	पोष्ट	614	3	611
4924	अरुलाई	614	10	604
4928	चैतमा	614	3	611
4929	वार्तामा	614	2	612
4930	बलिउड	614	3	611
4932	सत्ताको	613	13	600
4935	यात्रुलाई	613	2	611
4939	करको	613	0	613
4942	खानी	612	29	583
4948	आफन्तले	612	0	612
4951	उत्पादनका	611	20	591
4952	गएकाले	611	4	607
4953	तालिकाको	611	1	610
4956	प्रदेशबाट	610	1	609
4957	देखिएन	610	5	605
4958	बच्चाको	610	10	600
4959	भन्नुभएको	610	4	606
4960	अध्यक्षले	610	2	608
4969	भनेकै	608	3	605
4971	थियाे	608	0	608
4972	चितवनले	608	0	608
4974	भक्तपुरका	606	4	602
4976	खोजेका	606	2	604
4977	अन्यथा	605	12	593
4983	चाहिएको	604	4	600
4984	व्यक्तिका	604	14	590
4985	बोलको	604	11	593
4987	एकैपटक	604	1	603
4988	ट्रम्प	604	0	604
4989	एमालेसँग	604	0	604
4993	बेलुकी	603	8	595
4995	भएकामा	603	3	600
4997	मातहतका	602	2	600
4998	नागरिकका	602	1	601
4999	तपाई	602	0	602
5002	बालिकालाई	601	1	600
5008	पश्चात	600	12	588
5010	राष्ट्रका	600	3	597
5011	सङ्क्रमणको	600	1	599
5012	एनआरएनए	600	0	600
5013	रौतहट	599	26	573
5017	होली	599	4	595
5019	आफूमाथि	599	3	596
5020	ग्राहकलाई	599	1	598
5021	पुगिसकेको	598	11	587
5022	कक्षमा	598	6	592
5023	कार्यक्रमअन्तर्गत	597	1	596
5026	मागेका	597	2	595
5027	नेताहरुलाई	597	0	597
5032	गठबन्धनलाई	596	0	596
5041	वडाको	594	3	591
5042	युवाले	594	3	591
5044	सभामुखले	594	0	594
5047	भनिएका	593	5	588
5051	त्यसतर्फ	593	4	589
5053	लागूऔषध	593	0	593
5059	महासमिति	592	1	591
5060	बनिरहेको	592	1	591
5062	गठनका	591	3	588
5068	विधामा	590	14	576
5069	शुक्रबारदेखि	590	3	587
5070	बढेकाले	590	0	590
5073	प्रतिष्ठानमा	589	1	588
5074	संसदबाट	589	1	588
5075	निर्णयले	589	0	589
5077	लिम्बू	588	20	568
5082	सावधानी	588	8	580
5083	क्वारेन्टिनमा	588	0	588
5084	राउतले	588	0	588
5085	आंशिकदेखि	588	0	588
5091	अल्पमतमा	586	4	582
5092	दलमा	586	5	581
5095	अन्तिममा	585	2	583
5096	लामिछानेको	585	1	584
5097	खानेपानीमन्त्री	585	0	585
5098	दशकमा	584	57	527
5108	चालकको	583	0	583
5109	मोटरसाइकलमा	583	0	583
5110	सांसदहरूले	583	0	583
5111	उपयोगी	582	34	548
5114	उर्जा	582	5	577
5116	सिजनको	582	2	580
5120	कालीकोटको	581	7	574
5125	प्राप्ति	580	34	546
5128	दैनिकी	580	3	577
5130	समाजलाई	580	11	569
5138	तापनि	578	36	542
5139	प्रमुखले	578	4	574
5141	बहुमतको	578	0	578
5142	विधिबाट	577	1	576
5143	बाइडेनले	577	0	577
5147	शिकार	576	6	570
5148	आमालाई	576	13	563
5150	खाएको	576	26	550
5151	लेखकले	576	4	572
5157	मुलुकी	575	0	575
5158	बैठकलाई	575	0	575
5159	बैंकिङ्ग	575	0	575
5165	भित्रिएको	574	1	573
5166	यसैले	573	43	530
5169	सातादेखि	573	0	573
5170	मुद्राको	573	0	573
5176	विश्वकर्माले	572	2	570
5177	भाइरसबाट	572	0	572
5180	पालिकाको	572	0	572
5186	यतिखेर	571	9	562
5190	भनेकी	571	2	569
5191	गतिविधिमा	571	0	571
5193	चौधरीलाई	571	0	571
5194	रुपान्तरण	571	0	571
5198	मामिलामा	570	10	560
5202	भित्र्याउन	570	0	570
5203	कमिटीका	570	0	570
5205	तपाईंलाई	570	0	570
5212	बनाइएका	569	10	559
5215	पाठ्यपुस्तक	568	3	565
